"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"cb981807926c29aca78f3a146fded24e","Bacteria","NC10","12-24","Methylomirabiliales","Methylomirabiliaceae","Candidatus Methylomirabilis",NA
"3df1f47fd5e0070d140ffaf068fc605e","Bacteria","Gemmatimonadetes","Gemm-1",NA,NA,NA,NA
"e37028dc222bbf872189d111c1da7f07","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales",NA,NA,NA
"7062e9fff43edb69ad4a38c3108d2cee","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","A1-B1",NA,NA
"7b9a5923161790d0c21a6f4bdd256afe","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"1a0f6a1806346bae2f03d16f7fb2782d","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Thermoanaerobacterium",NA
"55fbcc6369590a5ee2b297f400ed3dc1","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA,NA
"15eb8e8b97cdb718203e33421dcf961a","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Koribacteraceae",NA,NA
"dc6a95dd8f0ff95afd4fb8e65cc46a7f","Bacteria","Acidobacteria","Acidobacteria-5",NA,NA,NA,NA
"f4466c3eadf276fc985fd27061b03092","Bacteria","Acidobacteria","Acidobacteria-6","CCU21",NA,NA,NA
"6b50e1149d396a0cb6b778f8295541dd","Bacteria","Acidobacteria","BPC102",NA,NA,NA,NA
"390a9f5bd8f04b89ab32b6ddf1674901","Bacteria","Acidobacteria","Acidobacteria-6",NA,NA,NA,NA
"006b3282349b1bab462aa140e9510ea4","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","mb2424",NA,NA
"30200ebd6e6c4ad364c62f14042c240c","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15",NA,NA,NA
"4f83f22b6173cd1086143e82c589f923","Bacteria","Acidobacteria","Acidobacteria-6","iii1-15","RB40",NA,NA
"831329850762d34b1f79f9a20208ef10","Bacteria","Planctomycetes","OM190","agg27",NA,NA,NA
"bf38e7b2c91523762e335f277916d42c","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae",NA,NA
"e0f9162e7d6b96f497467a91cfcaf317","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Isosphaeraceae","Isosphaera",NA
"dbaeb18db01621dcfe0cdf278f7a14ce","Bacteria","Planctomycetes","Pla4",NA,NA,NA,NA
"0bc7e5e74ca9a79971469764cf92e112","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"51f42d0526f7ecf40398b60bc420b65c","Bacteria","Planctomycetes","Planctomycetia","Gemmatales","Gemmataceae","Gemmata",NA
"c2d0ab999c9b1f2345c753688992428f","Bacteria","Planctomycetes","Planctomycetia","B97",NA,NA,NA
"daa5fba816137824314141141e2c7a2a","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA
"d1191565e008bd98fc0e4dd6178a9afc","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","planctomycete",NA
"9c58829f04a03de679aafc4379d90545","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula",NA
"0ced2dbf5a125a5f04bc994b2cdf7b6b","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae","A17",NA
"435908f0ef3bfd295e0dda94045eb0e0","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces",NA
"7d63f86dcb21e2f124b2fc0fd1a44349","Bacteria","Planctomycetes","OM190","CL500-15",NA,NA,NA
"1d52329bd53d0c5c406434223e13424f","Bacteria","Planctomycetes","C6","d113",NA,NA,NA
"5f77255b5252246316e59094d16f7e63","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales",NA,NA,NA
"03b091ff9cd4815b51e58adccec5eade","Bacteria","Planctomycetes","Phycisphaerae","WD2101",NA,NA,NA
"a6a851404d70ae2de0953f624ce4e8c3","Bacteria","Planctomycetes","Phycisphaerae","CCM11a",NA,NA,NA
"ce8afc46aba003f4cf42d60efc9225d6","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"38ec759c57cc0c94cfa612c46c78cc4d","Bacteria","OP3",NA,NA,NA,NA,NA
"8057b9f0af7b6fe78fc79cc5c5aaf08e","Bacteria","OP3","BD4-9",NA,NA,NA,NA
"8d5ca3c9885c34505ef37ca65de8a216","Bacteria","OP3","koll11","GIF10","kpj58rc",NA,NA
"06af4cede2702c2dbe105826421c7aa9","Bacteria","Acidobacteria","[Chloracidobacteria]","DS-100",NA,NA,NA
"0f0c460022253f33ba009d314d4d7fcf","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae",NA,NA
"c1b5c376bb62b473b819d49bc772e67d","Bacteria","Synergistetes","Synergistia","Synergistales","Dethiosulfovibrionaceae","Jonquetella",NA
"f0ab2a640c80187f51a84803240e050f","Bacteria","Acidobacteria","[Chloracidobacteria]","PK29",NA,NA,NA
"f6c5da162ab078cc7b2af1d01a8a3b2c","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075",NA,NA
"6bac5311966103d8260daa326d02be7c","Bacteria","Acidobacteria","[Chloracidobacteria]","RB41",NA,NA,NA
"32cdce6fa40ab76b74487b5abe3846e7","Bacteria","Verrucomicrobia","[Pedosphaerae]","[Pedosphaerales]","Ellin517",NA,NA
"ea460d09d04b11ac6719b276e9c7f26e","Bacteria","Verrucomicrobia","[Pedosphaerae]","[Pedosphaerales]","auto67_4W",NA,NA
"420153a6df91442dda44de012c03ad30","Bacteria","Verrucomicrobia","[Pedosphaerae]","[Pedosphaerales]",NA,NA,NA
"0b6b86cc4cd60e7bb2eb20224356b2c8","Bacteria","Verrucomicrobia","[Pedosphaerae]","[Pedosphaerales]","R4-41B",NA,NA
"c0ac3c1b15808542f5fff0b0c61509c9","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","Candidatus Xiphinematobacter",NA
"1e84d7e01a0c760e53e6176f37fe8c5d","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA
"e4db85c8fcf11f355e1d315c9fd7e36c","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","Chthoniobacter",NA
"c61fc9733a7cd7add81e7d04e0160746","Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]",NA,NA
"47d1a15eefc29301a477217b6f66f9ff","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",NA
"1b77e1467f222115df8c63eaee870cc0","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA
"801a759b951725e76640d54b8181f643","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia",NA
"0f2f0d8c63e5af09226c985d3d5e6658","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium",NA
"97913823b3eefcd0dc4de738dd0f415e","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter",NA
"19904065653484fa2b14a8ccab0eac1f","Bacteria","Verrucomicrobia","Verruco-5","MSBL3",NA,NA,NA
"5ca9b85a77cbbd5cfe6efe7d27d25d44","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae",NA,NA
"3379cf30f5d202c21c3c4204524699be","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus",NA
"8e5440fbd5d61a9636a449ac18aa7bd9","Bacteria","Verrucomicrobia","Verruco-5","WCHB1-41","RFP12",NA,NA
"d9bdbbc6cbe428aae9bd395d07fbf2dd","Bacteria","Verrucomicrobia","Verruco-5","LD1-PB3",NA,NA,NA
"971d3f476e1f2d4820ac87b65bc264dc","Bacteria","Acidobacteria","RB25",NA,NA,NA,NA
"0aa2283b1a7ac6701475dd1ae63ff5a5","Bacteria","Acidobacteria","Sva0725","Sva0725",NA,NA,NA
"3e162dbc64bd1977409def894293c7c8","Bacteria","Proteobacteria","Deltaproteobacteria","MIZ46",NA,NA,NA
"3f597b99b15a78446f0b087e8176f0b6","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta",NA
"d3aacc050872ebe6c5da8f8b8710ba18","Bacteria","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema",NA
"d574f4a3cc70ba4e9ab41f74e588c5ed","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"bac07b37df789b00df904bfd8b5e4edb","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae",NA,NA
"84410ce15e2f1229c1f03cf2a7d1d673","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae",NA,NA
"c9ad66ffdf0fc9762347222a11d371c9","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"134461c5cc935badff1b493acf6cd30b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Reyranella",NA
"ca75c2a6246c5ea3a48d15d088e362da","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"8df69358a984aa1b5aed19d2376c6e95","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"fd76cfcc41bf8f87e362067a23b327c3","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis",NA
"c306caa31bf1cf7cfba8ebd84d31c63f","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Plesiocystis",NA
"0e23600d6a486da33868adb30f963262","Bacteria","Proteobacteria","Deltaproteobacteria","MBNT15",NA,NA,NA
"61cb5afb3fe74eeb8f64cd5b7349bc2c","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",NA
"c753bb2bc8791780a0267afc8b3d2b02","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"08f1064db488b55669ceac5d4b79204c","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfomonile",NA
"c657e89aa6702b48482b6fc6e1c4d7fc","Bacteria","Proteobacteria","Deltaproteobacteria","FAC87",NA,NA,NA
"b3a2b79534ae1497b842a28cb1d444db","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"aa0470c59bfdaa019acea7a267c6c69c","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","JTB38",NA,NA
"578e73f3ae321a109f5dc84764140f5d","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"228747070ab13701d0a73cd7e93ed3e7","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"2ee58e100053e3d3037a0ba0b41dd79f","Bacteria","Proteobacteria","Alphaproteobacteria","Ellin329",NA,NA,NA
"1218d6b12c3ef043ee7c4b72f4a362a7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA
"78cbe1216037089518fc724429236ac5","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"b74a149580dd5fa2b946009e01bf87a4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"5ed3ef8fb2181e93b73e9c215d361c5d","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"4bb96d7ec191f9f114463f425bca5f72","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"88b510e260fc16d6f55015a77fc905c3","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Mycoplana",NA
"6bb609915e6382d6011d73418d146a76","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"75b0821e7ac46d4e64f668d51a111117","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Chelatococcus",NA
"bd80cd8cf97c4cb681bc6e587b100377","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas",NA
"ed62866c025c0679ec1c1b76e0f0e37a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA
"128b74bc819e5b5e6d2afde7ffb894fb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"c5a8bfee62f82200add09bd28c71c7bd","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"48aa0b6efd3e3675f990578fb25b406d","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandarakinorhabdus",NA
"e0e28cbf6ca1de846caaf507abd15b96","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Zymomonas",NA
"dfa5fa0b2a7604d867ea1c9f67697b20","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandaracinobacter",NA
"b7ae841d113aebdf7b990f267f62b5ba","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA
"1006d42c9984f242af419f88f8f30b61","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"a2e1fd05b102d51b8d9f3f0c934f1cfa","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA
"4f3bbc936e1be0f4f52cb98760ee0976","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum",NA
"449b9be59df36013184f11034175dc93","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodomicrobium",NA
"72dba9fd21ae91590d651bc2b097eff4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Phaeospirillum",NA
"f0c4d81ad7d820e0a528fba3c2fc416c","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae",NA,NA
"c506d253ee9e4ab856112f56107f8370","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter",NA
"a81deaf0cb3d52d04110f000b6401761","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythromicrobium",NA
"8bce03a8207c0558e8c8f740bda792a4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas",NA
"40c0957d2cc1b94c07f5b89ba9eb06ed","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"8292c792c3d223b0b8a4bd170c73a0c1","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"55db26305683de82bf6bd773b4fcfd19","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"17df3bf34d55f516c262dba5fbe44ecd","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"3f82aa11450d81a2d0a0d2389c44f646","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Lutibacterium",NA
"84f4ac5af9308f4242c41f58fbd4b76b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales",NA,NA,NA
"6f34d4296cdd2a646793301a8aa4311e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Woodsholea",NA
"4e4fb4cc1b55949d21184020cc3a8f1e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae",NA,NA
"c0e3856ccafdee82f63a8cd108a750e4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",NA
"31050e00539360e3173325be1d4f7cfd","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea",NA
"25abb594a07f82258b5cc3fc94ffefd2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae",NA,NA
"5c78314ff92e6fec9aa07acc1fa0dc24","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA
"5b95c8aee32012ea3c842e4fdbd4d137","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Afipia",NA
"4837c41e3a058bf15cea23b699e56751","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes",NA
"7580db9ac2546e87fc36a3b58284253a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Azorhizobium",NA
"8378fdbe2cee9a2485fcc48bfa6f261e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacter",NA
"561bdc57d90789ac140b04a06515d190","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"9d785ae8fa105694c19700bcaf4474db","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Labrys",NA
"9e27f5702fe086bc76c234c76efaac74","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae",NA,NA
"0f723e1a522288e14912310fd3a30b60","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylosinus",NA
"f0b9d529acd37ad7265b4e92b2c5389c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylopila",NA
"e457dd13d79a702b289757e2d7a33d55","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckia",NA
"dd736fa95879121e9002933a414a67fb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Kaistia",NA
"a5fce891c6cff13fd1addfd897cde6b2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae",NA,NA
"79a20af3a7598fb7d5ad8bdcc521c7fb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Nitratireductor",NA
"becee4675ff356a28f5928664c6d3512","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Defluvibacter",NA
"e74a6fe55017a1db14017dc6a407f675","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aliihoeflea",NA
"8ec7096e95a67f442ceff01d86310a6b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter",NA
"ecdde2546078a4c49494f79652c5c5d7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA
"934c3ede50b3aa473c824a1bcea12393","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"cc0b3c174ba18e9862c79668e8ce9a55","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"260909f48439e9a66fa8d7c8d131fde8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Stappia",NA
"4f897575a9c50613ebb2acb013301a63","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA
"c29dea12154c8f4feb0f88e1dcdde50d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium",NA
"bb9e72791769ae62822f8711bf78aa10","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",NA
"b48a6cb0142e60a3dfc46423b98e4ac6","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"0368385033a11c74a4f0ed259e560bd3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobaca",NA
"496a5f3d299380c9de4c17bfc0100d63","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA
"6a57ae9b96e42b97687119e937cded77","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Anaerospora",NA
"4f732ffe05571c1dd5ec95ab530a132b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"e51fe198a2d423e6235841a507fc5dd8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",NA
"bd0420d0a56d9afa882a42acdffe50b1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Pleomorphomonas",NA
"43a8225498c17e806692e9dd3ae8cef7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum",NA
"6cc1eb0129c4e87db7c82219a394b7b2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae",NA,NA
"b4a424a95d4da9ea03682ed9d0223072","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae",NA,NA
"d201ef05844489782f0eebffc3f14194","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA
"c4557feee1ae08c9987ec0b3ba074a04","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae",NA,NA
"bc16085bc2dc19acd5534ec14e76a62a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Pseudochrobactrum",NA
"381c489f292dddca99862543b843d897","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium",NA
"5819b1ea62af5df1e410843b265c743d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella",NA
"7a8a52d688d771dd1216e7c36bbfd996","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA
"6a282e33ab16ecc73664d8539e52c54e","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"4776756ebf35bee44dd7297029ef2bdf","Bacteria","Proteobacteria","Alphaproteobacteria","RF32",NA,NA,NA
"d939601e24cd35f118ff5bb3caf97ad1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Hyphomonas",NA
"fda0a3170bfd79b1e6558fef926e4b15","Bacteria","Proteobacteria","Deltaproteobacteria","Spirobacillales",NA,NA,NA
"0cd1721310e6c6d59e6966dce81de64e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Novispirillum",NA
"0614e45e0074583c26d8ca1144892451","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"4ed52398918c3276815f4fb4e9b52c01","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA
"d829286dcf7c988e494daa7ff43a8880","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA
"16d8dfee3478ab9fd8fd3e355d19322e","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"9eb2931cb358f907d89f4eb3094d34f6","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"452e693b7d40cac72aed17738515f821","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia",NA
"c6e8572a812d56250badd778ff4ef2fd","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter",NA
"7daa935e5297507d8d6d64e2118f5cb7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter",NA
"e325d7f905d64f3c0ec36553ede04dfa","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodovarius",NA
"7eed47de21804756426edc46ddbf4472","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas",NA
"6f74fddbbfc4466dfc05e0f018532e93","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseococcus",NA
"b09de979c9a3ed9a20103e1adb767b29","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidocella",NA
"ab47bf1a72c920af495b72f281c7db36","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"5b7236f39e9f0ed5c8b92905812f02e7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum",NA
"86c09f11321555c7335f245552a49ed8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA
"40b89ca2f675a938efd8c6f25156a498","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Elstera",NA
"8faeafe620778d9444ab9b46b028d32f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA
"d1f79e2fde98325e185d141a446b4348","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia",NA
"e35c49e4fc9213d44db98a9c77da9543","Bacteria","Bacteroidetes","[Rhodothermi]","[Rhodothermales]","Rhodothermaceae","Rubricoccus",NA
"ddacb46a08d503edc55b46e52ce7d20d","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"69b025623e87bf7b0070aee08f52fda5","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Sporocytophaga",NA
"0cdbaa1963dcd6c262926cf9cf3282d4","Bacteria","Bacteroidetes","Cytophagia","Cytophagales",NA,NA,NA
"463ca9df63753c53fcff2f8a1d37d876","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Leadbetterella",NA
"5413a6e0f58f753230f3d27fe16ac7c4","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Emticicia",NA
"70b024a76a55765b7b36af46c7b16ab4","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae",NA,NA
"b9558e9974e88ffe4d266af6bc169862","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga",NA
"f069376ffdc3838011224f04faa35de0","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella",NA
